"avatarThumbnail","cid","createTime","createTimeISO","diggCount","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl","favorite_count"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0a4f5e797a21e46c1e41a816415c2c90~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aee284d6&x-expires=1748952000&x-signature=8%2FqFhu4%2BYc5OOT8YwHGNe4OfIL4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7483948538637435654","1742492585","2025-03-20T17:43:05.000Z","2","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"0","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","Wallahi this country is finished 🙏😭","7264510920129561606","bimsalabim021213","https://www.tiktok.com/@winnews_/video/7472730236975664389"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a3476cce8e7a1f1ee8f62d468fa7ed87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=650fd13b&x-expires=1748952000&x-signature=xLXXvwQS4BrpjUTWkzuPhsD8qHk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7484730665339011857","1742674690","2025-03-22T20:18:10.000Z","1","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"0","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","film atatouille","6931315733918712833","dengansayasendiri64","https://www.tiktok.com/@winnews_/video/7472730236975664389"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d9b23221c75b3ddcc740b8b7fb8ca2dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3629312d&x-expires=1748952000&x-signature=GwvllkNHSjRq%2FMVeXGuDrOIY0ng%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473361194847093511","1740027516","2025-02-20T04:58:36.000Z","5","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"0","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","ok gas ok gas","6965875671324591106","bungaindah381","https://www.tiktok.com/@winnews_/video/7472730236975664389"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/13b5838283a10c802bc00bbaeea3b7d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cfea773b&x-expires=1748952000&x-signature=FAL0H%2BEBUFobbUfq3Y9xtkJoqA4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7484523058456724242","1742626337","2025-03-22T06:52:17.000Z","0","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"0","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","1998 S2","7356836390359024645","_asyaacnz","https://www.tiktok.com/@winnews_/video/7472730236975664389"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9f9ed851c1427ce0b43a6ee9e6fdfb52~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=66cf052b&x-expires=1748952000&x-signature=OX6MFc5XnQ6X89ExQEMYD12WM84%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473517448768406289","1740063887","2025-02-20T15:04:47.000Z","4887","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"45","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","gini amat masa mudaku jir","7403606971344487430","._v3llyn","https://www.tiktok.com/@winnews_/video/7472730236975664389"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-aiso/809ccb3be78d8653e1ef2c2cf5086b32~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=598f8943&x-expires=1748952000&x-signature=5Vzxj0pV5bAiNlxbU7A%2Bb7Uw9YA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7472782256730374932","1739892712","2025-02-18T15:31:52.000Z","3517","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"61","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","urusan sandang, pangan dan papan kita sebagai rakyat udah terusik dan diacak-acak loh ayo come-on guys kekuasaan tertinggi itu di tangan rakyat ayo kita bisa lawan","6879531188206994434","tdrkim","https://www.tiktok.com/@winnews_/video/7472730236975664389"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/468e4cf2ce1aebc9423895a9e1b974f4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5aeea6aa&x-expires=1748952000&x-signature=6zF0kzeLq13%2FOaVr1PUg%2F5QlxLE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7472792448293602068","1739895086","2025-02-18T16:11:26.000Z","1244","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"7","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","semua tutup telinga dan mata😏😏😏","7120983039576294426","mister.cvc","https://www.tiktok.com/@winnews_/video/7472730236975664389"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/df274d5d1267dac3614303d6aa06b518~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0eb72d76&x-expires=1748952000&x-signature=pfwiqZqMLCccIGkFCMacyKKSrOg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473006965711782673","1739945045","2025-02-19T06:04:05.000Z","347","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"3","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","takut tinggal di indonesia","6964713282943435778","supeee1973","https://www.tiktok.com/@winnews_/video/7472730236975664389"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/94ca2e2cecf6bde84eb2a12d7ebbec80~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=15d5c4fd&x-expires=1748952000&x-signature=k4nrVqSFtdfkCpKp6nzgzWnHhiw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7472773293465502480","1739890632","2025-02-18T14:57:12.000Z","338","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"0","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","BANGKIT......
BERSUARA.....
LAWAN......!!!!
LAWAN.....!!!!
LAWAN.....!!!!
💪💪💪💪💪💪💪💪💪","7019253759394694171","family_advanture","https://www.tiktok.com/@winnews_/video/7472730236975664389"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/596e65ceea6575570fce7d9152f8f28e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=24271f6f&x-expires=1748952000&x-signature=nlQ1u6gliBUfv7V9aU6i3o1wvc8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7472791710897947397","1739894932","2025-02-18T16:08:52.000Z","942","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","false","false",,"5","https://www.tiktok.com/@winnews_/video/7472730236975664389?_r=1&_t=ZS-8wryQpnQMx6","mau bikin video tiktok, mau cuma repost, mau cuma komen, mau demo turun ke lapangan, everything does matter karena sekecil apapun perjuangan tetaplah perjuangan, semangat teman teman🙌🏻🙌🏻🙌🏻","6640311867184218114","saannnnn_10","https://www.tiktok.com/@winnews_/video/7472730236975664389"
